date,heure,température 1,température 2,humidité,pression
11/10/18,22:39:00,59.7,59.69,53.6,732.4
11/10/18,22:42:00,59.7,59.69,53.6,732.4
11/10/18,22:45:00,59.7,59.69,53.6,732.4
11/10/18,22:48:00,59.7,59.69,53.6,732.4
11/10/18,22:51:00,59.7,59.69,53.6,732.4
11/10/18,22:54:00,59.7,59.69,53.6,732.4
11/10/18,22:57:00,59.7,59.69,53.6,732.4
11/10/18,23:03:00,59.7,59.69,53.6,732.4
11/10/18,23:06:00,59.7,59.69,53.6,732.4
11/10/18,23:09:00,59.7,59.69,53.6,732.4
11/10/18,23:12:00,59.7,59.69,53.6,732.4
11/10/18,23:15:00,59.7,59.69,53.6,732.4
11/10/18,23:18:00,59.7,59.69,53.6,732.4
11/10/18,23:21:00,59.7,59.69,53.6,732.4
11/10/18,23:24:00,59.7,59.69,53.6,732.4
11/10/18,23:27:00,59.7,59.69,53.6,732.4
11/10/18,23:30:00,59.7,59.69,53.6,732.4
11/10/18,23:33:00,59.7,59.69,53.6,732.4
11/10/18,23:36:00,59.7,59.69,53.6,732.4
11/10/18,23:39:00,59.7,59.69,53.6,732.4
11/10/18,23:42:00,59.7,59.69,53.6,732.4
11/10/18,23:45:00,59.7,59.69,53.6,732.4
11/10/18,23:48:00,59.7,59.69,53.6,732.4
11/10/18,23:51:00,59.7,59.69,53.6,732.4
11/10/18,23:54:00,59.7,59.69,53.6,732.4
11/10/18,23:57:00,59.7,59.69,53.6,732.4
11/11/18,00:03:00,59.7,59.69,53.6,732.4
11/11/18,00:06:00,59.7,59.69,53.6,732.4
11/11/18,00:09:00,59.7,59.69,53.6,732.4
11/11/18,00:12:00,59.7,59.69,53.6,732.4
11/11/18,00:15:00,59.7,59.69,53.6,732.4
11/11/18,00:18:00,59.7,59.69,53.6,732.4
11/11/18,00:21:00,59.7,59.69,53.6,732.4
11/11/18,00:24:00,59.7,59.69,53.6,732.4
11/11/18,00:27:00,59.7,59.69,53.6,732.4
11/11/18,00:29:59,59.7,59.69,53.6,732.4
11/11/18,00:33:00,59.7,59.69,53.6,732.4
11/11/18,00:35:59,59.7,59.69,53.6,732.4
11/11/18,00:39:00,59.7,59.69,53.6,732.4
11/11/18,00:42:00,59.7,59.69,53.6,732.4
11/11/18,00:45:00,59.7,59.69,53.6,732.4
11/11/18,00:48:00,59.7,59.69,53.6,732.4
11/11/18,00:51:00,59.7,59.69,53.6,732.4
11/11/18,00:53:59,59.7,59.69,53.6,732.4
11/11/18,00:57:00,59.7,59.69,53.6,732.4
11/11/18,01:03:00,59.7,59.69,53.6,732.4
11/11/18,01:06:00,59.7,59.69,53.6,732.4
11/11/18,01:09:00,59.7,59.69,53.6,732.4
11/11/18,01:12:00,59.7,59.69,53.6,732.4
11/11/18,01:15:00,59.7,59.69,53.6,732.4
11/11/18,01:18:00,59.7,59.69,53.6,732.4
11/11/18,01:21:00,59.7,59.69,53.6,732.4
11/11/18,01:24:00,59.7,59.69,53.6,732.4
11/11/18,01:27:00,59.7,59.69,53.6,732.4
11/11/18,01:30:00,59.7,59.69,53.6,732.4
11/11/18,01:33:00,59.7,59.69,53.6,732.4
11/11/18,01:36:00,59.7,59.69,53.6,732.4
11/11/18,01:39:00,59.7,59.69,53.6,732.4
11/11/18,01:42:00,59.7,59.69,53.6,732.4
11/11/18,01:45:00,59.7,59.69,53.6,732.4
11/11/18,01:48:00,59.7,59.69,53.6,732.4
11/11/18,01:51:00,59.7,59.69,53.6,732.4
11/11/18,01:54:00,59.7,59.69,53.6,732.4
11/11/18,01:57:00,59.7,59.69,53.6,732.4
11/11/18,02:03:00,59.7,59.69,53.6,732.4
11/11/18,02:06:00,59.7,59.69,53.6,732.4
11/11/18,02:09:00,59.7,59.69,53.6,732.4
11/11/18,02:12:00,59.7,59.69,53.6,732.4
11/11/18,02:15:00,59.7,59.69,53.6,732.4
11/11/18,02:18:00,59.7,59.69,53.6,732.4
11/11/18,02:21:00,59.7,59.69,53.6,732.4
11/11/18,02:24:00,59.7,59.69,53.6,732.4
11/11/18,02:27:00,59.7,59.69,53.6,732.4
11/11/18,02:30:00,59.7,59.69,53.6,732.4
11/11/18,02:33:00,59.7,59.69,53.6,732.4
11/11/18,02:36:00,59.7,59.69,53.6,732.4
11/11/18,02:39:00,59.7,59.69,53.6,732.4
11/11/18,02:42:00,59.7,59.69,53.6,732.4
11/11/18,02:45:00,59.7,59.69,53.6,732.4
11/11/18,02:47:59,59.7,59.69,53.6,732.4
11/11/18,02:50:59,59.7,59.69,53.6,732.4
11/11/18,02:53:59,59.7,59.69,53.6,732.4
11/11/18,02:57:00,59.7,59.69,53.6,732.4
11/11/18,03:03:00,59.7,59.69,53.6,732.4
11/11/18,03:06:00,59.7,59.69,53.6,732.4
11/11/18,03:09:00,59.7,59.69,53.6,732.4
11/11/18,03:12:00,59.7,59.69,53.6,732.4
11/11/18,03:15:00,59.7,59.69,53.6,732.4
11/11/18,03:18:00,59.7,59.69,53.6,732.4
11/11/18,03:21:00,59.7,59.69,53.6,732.4
11/11/18,03:24:00,59.7,59.69,53.6,732.4
11/11/18,03:27:00,59.7,59.69,53.6,732.4
11/11/18,03:30:00,59.7,59.69,53.6,732.4
11/11/18,03:33:00,59.7,59.69,53.6,732.4
11/11/18,03:35:59,59.7,59.69,53.6,732.4
11/11/18,03:39:00,59.7,59.69,53.6,732.4
11/11/18,03:42:00,59.7,59.69,53.6,732.4
11/11/18,03:45:00,59.7,59.69,53.6,732.4
11/11/18,03:47:59,59.7,59.69,53.6,732.4
11/11/18,03:51:00,59.7,59.69,53.6,732.4
11/11/18,03:54:00,59.7,59.69,53.6,732.4
11/11/18,03:57:00,59.7,59.69,53.6,732.4
11/11/18,04:03:00,59.7,59.69,53.6,732.4
11/11/18,04:06:00,59.7,59.69,53.6,732.4
11/11/18,04:09:00,59.7,59.69,53.6,732.4
11/11/18,04:12:00,59.7,59.69,53.6,732.4
11/11/18,04:15:00,59.7,59.69,53.6,732.4
11/11/18,04:18:00,59.7,59.69,53.6,732.4
11/11/18,04:21:00,59.7,59.69,53.6,732.4
11/11/18,04:24:00,59.7,59.69,53.6,732.4
11/11/18,04:27:00,59.7,59.69,53.6,732.4
11/11/18,04:30:00,59.7,59.69,53.6,732.4
11/11/18,04:33:00,59.7,59.69,53.6,732.4
11/11/18,04:36:00,59.7,59.69,53.6,732.4
11/11/18,04:39:00,59.7,59.69,53.6,732.4
11/11/18,04:42:00,59.7,59.69,53.6,732.4
11/11/18,04:45:00,59.7,59.69,53.6,732.4
11/11/18,04:48:00,59.7,59.69,53.6,732.4
11/11/18,04:51:00,59.7,59.69,53.6,732.4
11/11/18,04:54:00,59.7,59.69,53.6,732.4
11/11/18,04:57:00,59.7,59.69,53.6,732.4
11/11/18,05:03:00,59.7,59.69,53.6,732.4
11/11/18,05:06:00,59.7,59.69,53.6,732.4
11/11/18,05:09:00,59.7,59.69,53.6,732.4
11/11/18,05:12:00,59.7,59.69,53.6,732.4
11/11/18,05:15:00,59.7,59.69,53.6,732.4
11/11/18,05:18:00,59.7,59.69,53.6,732.4
11/11/18,05:21:00,59.7,59.69,53.6,732.4
11/11/18,05:24:00,59.7,59.69,53.6,732.4
11/11/18,05:27:00,59.7,59.69,53.6,732.4
11/11/18,05:30:00,59.7,59.69,53.6,732.4
11/11/18,05:33:00,59.7,59.69,53.6,732.4
11/11/18,05:36:00,59.7,59.69,53.6,732.4
11/11/18,05:39:00,59.7,59.69,53.6,732.4
11/11/18,05:41:59,59.7,59.69,53.6,732.4
11/11/18,05:45:00,59.7,59.69,53.6,732.4
11/11/18,05:48:00,59.7,59.69,53.6,732.4
11/11/18,05:51:00,59.7,59.69,53.6,732.4
11/11/18,05:54:00,59.7,59.69,53.6,732.4
11/11/18,05:57:00,59.7,59.69,53.6,732.4
11/11/18,06:03:00,59.7,59.69,53.6,732.4
11/11/18,06:06:00,59.7,59.69,53.6,732.4
11/11/18,06:09:00,59.7,59.69,53.6,732.4
11/11/18,06:12:00,59.7,59.69,53.6,732.4
11/11/18,06:15:00,59.7,59.69,53.6,732.4
11/11/18,06:18:00,59.7,59.69,53.6,732.4
11/11/18,06:21:00,59.7,59.69,53.6,732.4
11/11/18,06:24:00,59.7,59.69,53.6,732.4
11/11/18,06:27:00,59.7,59.69,53.6,732.4
11/11/18,06:30:00,59.7,59.69,53.6,732.4
11/11/18,06:33:00,59.7,59.69,53.6,732.4
11/11/18,06:36:00,59.7,59.69,53.6,732.4
11/11/18,06:39:00,59.7,59.69,53.6,732.4
11/11/18,06:42:00,59.7,59.69,53.6,732.4
11/11/18,06:45:00,59.7,59.69,53.6,732.4
11/11/18,06:48:00,59.7,59.69,53.6,732.4
11/11/18,06:51:00,59.7,59.69,53.6,732.4
11/11/18,06:54:00,59.7,59.69,53.6,732.4
11/11/18,06:57:00,59.7,59.69,53.6,732.4
11/11/18,07:03:00,59.7,59.69,53.6,732.4
11/11/18,07:06:00,59.7,59.69,53.6,732.4
11/11/18,07:09:00,59.7,59.69,53.6,732.4
11/11/18,07:12:00,59.7,59.69,53.6,732.4
11/11/18,07:15:00,59.7,59.69,53.6,732.4
11/11/18,07:18:00,59.7,59.69,53.6,732.4
11/11/18,07:21:00,59.7,59.69,53.6,732.4
11/11/18,07:24:00,59.7,59.69,53.6,732.4
11/11/18,07:27:00,59.7,59.69,53.6,732.4
11/11/18,07:30:00,59.7,59.69,53.6,732.4
11/11/18,07:32:59,59.7,59.69,53.6,732.4
11/11/18,07:35:59,59.7,59.69,53.6,732.4
11/11/18,07:39:00,59.7,59.69,53.6,732.4
11/11/18,07:42:00,59.7,59.69,53.6,732.4
11/11/18,07:45:00,59.7,59.69,53.6,732.4
11/11/18,07:48:00,59.7,59.69,53.6,732.4
11/11/18,07:50:59,59.7,59.69,53.6,732.4
11/11/18,07:54:00,59.7,59.69,53.6,732.4
11/11/18,07:57:00,59.7,59.69,53.6,732.4
11/11/18,08:03:00,59.7,59.69,53.6,732.4
11/11/18,08:06:00,59.7,59.69,53.6,732.4
11/11/18,08:08:59,59.7,59.69,53.6,732.4
11/11/18,08:12:00,59.7,59.69,53.6,732.4
11/11/18,08:15:00,59.7,59.69,53.6,732.4
11/11/18,08:18:00,59.7,59.69,53.6,732.4
11/11/18,08:21:00,59.7,59.69,53.6,732.4
11/11/18,08:23:59,59.7,59.69,53.6,732.4
11/11/18,08:26:59,59.7,59.69,53.6,732.4
11/11/18,08:30:00,59.7,59.69,53.6,732.4
11/11/18,08:33:00,59.7,59.69,53.6,732.4
11/11/18,08:36:00,59.7,59.69,53.6,732.4
11/11/18,08:39:00,59.7,59.69,53.6,732.4
11/11/18,08:42:00,59.7,59.69,53.6,732.4
11/11/18,08:45:00,59.7,59.69,53.6,732.4
11/11/18,08:48:00,59.7,59.69,53.6,732.4
11/11/18,08:51:00,59.7,59.69,53.6,732.4
11/11/18,08:54:00,59.7,59.69,53.6,732.4
11/11/18,08:57:00,59.7,59.69,53.6,732.4
11/11/18,09:03:00,59.7,59.69,53.6,732.4
11/11/18,09:06:00,44.3,44.3,42.6,811.7
11/11/18,09:09:00,44.3,44.3,42.6,811.7
11/11/18,09:12:00,44.3,44.3,42.6,811.7
11/11/18,09:15:00,44.3,44.3,42.6,811.7
11/11/18,09:18:00,44.3,44.3,42.6,811.7
11/11/18,09:21:00,44.3,44.3,42.6,811.7
11/11/18,09:24:00,44.3,44.3,42.6,811.7
11/11/18,09:27:00,44.3,44.3,42.6,811.7
11/11/18,09:29:59,44.3,44.3,42.6,811.7
11/11/18,09:32:59,44.3,44.3,42.6,811.7
11/11/18,09:36:00,44.3,44.3,42.6,811.7
11/11/18,09:39:00,44.3,44.3,42.6,811.7
11/11/18,09:42:00,44.3,44.3,42.6,811.7
11/11/18,09:45:00,44.3,44.3,42.6,811.7
11/11/18,09:48:00,44.3,44.3,42.6,811.7
11/11/18,09:51:00,44.3,44.3,42.6,811.7
11/11/18,09:54:00,44.3,44.3,42.6,811.7
11/11/18,09:57:00,44.3,44.3,42.6,811.7
11/11/18,10:03:00,44.3,44.3,42.6,811.7
11/11/18,10:05:59,44.3,44.3,42.6,811.7
11/11/18,10:08:59,44.3,44.3,42.6,811.7
11/11/18,10:12:00,44.3,44.3,42.6,811.7
11/11/18,10:15:00,44.3,44.3,42.6,811.7
11/11/18,10:18:00,44.3,44.3,42.6,811.7
11/11/18,10:21:00,44.3,44.3,42.6,811.7
11/11/18,10:24:00,44.3,44.3,42.6,811.7
11/11/18,10:27:00,44.3,44.3,42.6,811.7
11/11/18,10:30:00,44.3,44.3,42.6,811.7
11/11/18,10:33:00,44.3,44.3,42.6,811.7
11/11/18,10:36:00,44.3,44.3,42.6,811.7
11/11/18,10:39:00,44.3,44.3,42.6,811.7
11/11/18,10:42:00,44.3,44.3,42.6,811.7
11/11/18,10:45:00,44.3,44.3,42.6,811.7
11/11/18,10:48:00,44.3,44.3,42.6,811.7
11/11/18,10:51:00,44.3,44.3,42.6,811.7
11/11/18,10:54:00,44.3,44.3,42.6,811.7
11/11/18,10:57:00,44.3,44.3,42.6,811.7
11/11/18,11:03:00,44.3,44.3,42.6,811.7
11/11/18,11:06:00,44.3,44.3,42.6,811.7
11/11/18,11:08:59,44.3,44.3,42.6,811.7
11/11/18,11:12:00,44.3,44.3,42.6,811.7
11/11/18,11:15:00,44.3,44.3,42.6,811.7
11/11/18,11:17:59,44.3,44.3,42.6,811.7
11/11/18,11:21:00,44.3,44.3,42.6,811.7
11/11/18,11:24:00,44.3,44.3,42.6,811.7
11/11/18,11:27:00,44.3,44.3,42.6,811.7
11/11/18,11:30:00,44.3,44.3,42.6,811.7
11/11/18,11:33:00,44.3,44.3,42.6,811.7
11/11/18,11:35:59,44.3,44.3,42.6,811.7
11/11/18,11:39:00,44.3,44.3,42.6,811.7
11/11/18,11:42:00,44.3,44.3,42.6,811.7
11/11/18,11:45:00,44.3,44.3,42.6,811.7
11/11/18,11:48:00,44.3,44.3,42.6,811.7
11/11/18,11:51:00,44.3,44.3,42.6,811.7
11/11/18,11:54:00,44.3,44.3,42.6,811.7
11/11/18,11:57:00,44.3,44.3,42.6,811.7
11/11/18,12:03:00,44.3,44.3,42.6,811.7
11/11/18,12:06:00,44.3,44.3,42.6,811.7
11/11/18,12:09:00,44.3,44.3,42.6,811.7
11/11/18,12:12:00,44.3,44.3,42.6,811.7
11/11/18,12:15:00,44.3,44.3,42.6,811.7
11/11/18,12:18:00,44.3,44.3,42.6,811.7
11/11/18,12:21:00,44.3,44.3,42.6,811.7
11/11/18,12:24:00,-17.9,-17.89,60.2,591.0
11/11/18,12:27:00,-17.9,-17.89,60.2,591.0
11/11/18,12:30:00,-17.9,-17.89,60.2,591.0
11/11/18,12:33:00,-17.9,-17.89,60.2,591.0
11/11/18,12:36:00,-17.9,-17.89,60.2,591.0
11/11/18,12:39:00,-17.9,-17.89,60.2,591.0
11/11/18,12:42:00,-17.9,-17.89,60.2,591.0
11/11/18,12:45:00,-17.9,-17.89,60.2,591.0
11/11/18,12:47:59,-17.9,-17.89,60.2,591.0
11/11/18,12:51:00,-17.9,-17.89,60.2,591.0
11/11/18,12:54:00,-17.9,-17.89,60.2,591.0
11/11/18,12:57:00,-17.9,-17.89,60.2,591.0
11/11/18,13:03:00,-17.9,-17.89,60.2,591.0
11/11/18,13:06:00,-17.9,-17.89,60.2,591.0
11/11/18,13:09:00,-17.9,-17.89,60.2,591.0
11/11/18,13:12:00,-17.9,-17.89,60.2,591.0
11/11/18,13:15:00,-17.9,-17.89,60.2,591.0
11/11/18,13:18:00,-17.9,-17.89,60.2,591.0
11/11/18,13:21:00,-17.9,-17.89,60.2,591.0
11/11/18,13:24:00,-17.9,-17.89,60.2,591.0
11/11/18,13:27:00,-17.9,-17.89,60.2,591.0
11/11/18,13:30:00,-17.9,-17.89,60.2,591.0
11/11/18,13:33:00,-17.9,-17.89,60.2,591.0
11/11/18,13:36:00,-17.9,-17.89,60.2,591.0
11/11/18,13:39:00,-17.9,-17.89,60.2,591.0
11/11/18,13:42:00,-17.9,-17.89,60.2,591.0
11/11/18,13:45:00,-17.9,-17.89,60.2,591.0
11/11/18,13:48:00,-17.9,-17.89,60.2,591.0
11/11/18,13:51:00,-17.9,-17.89,60.2,591.0
11/11/18,13:54:00,-17.9,-17.89,60.2,591.0
11/11/18,13:57:00,-17.9,-17.89,60.2,591.0
11/11/18,14:03:00,-17.9,-17.89,60.2,591.0
11/11/18,14:06:00,-17.9,-17.89,60.2,591.0
11/11/18,14:09:00,-17.9,-17.89,60.2,591.0
11/11/18,14:12:00,-17.9,-17.89,60.2,591.0
11/11/18,14:14:59,-17.9,-17.89,60.2,591.0
11/11/18,14:18:00,-17.9,-17.89,60.2,591.0
11/11/18,14:21:00,-17.9,-17.89,60.2,591.0
11/11/18,14:24:00,-17.9,-17.89,60.2,591.0
11/11/18,14:27:00,-17.9,-17.89,60.2,591.0
11/11/18,14:30:00,-17.9,-17.89,60.2,591.0
11/11/18,14:33:00,-17.9,-17.89,60.2,591.0
11/11/18,14:36:00,-17.9,-17.89,60.2,591.0
11/11/18,14:39:00,-17.9,-17.89,60.2,591.0
11/11/18,14:42:00,-17.9,-17.89,60.2,591.0
11/11/18,14:45:00,-17.9,-17.89,60.2,591.0
11/11/18,14:48:00,-17.9,-17.89,60.2,591.0
11/11/18,14:51:00,-17.9,-17.89,60.2,591.0
11/11/18,14:54:00,-17.9,-17.89,60.2,591.0
11/11/18,14:57:00,-17.9,-17.89,60.2,591.0
11/11/18,15:03:00,-17.9,-17.89,60.2,591.0
11/11/18,15:06:00,-17.9,-17.89,60.2,591.0
11/11/18,15:08:59,-17.9,-17.89,60.2,591.0
11/11/18,15:12:00,-17.9,-17.89,60.2,591.0
11/11/18,15:15:00,-17.9,-17.89,60.2,591.0
11/11/18,15:18:00,-17.9,-17.89,60.2,591.0
11/11/18,15:21:00,-17.9,-17.89,60.2,591.0
11/11/18,15:24:00,-17.9,-17.89,60.2,591.0
11/11/18,15:27:00,-17.9,-17.89,60.2,591.0
11/11/18,15:30:00,-17.9,-17.89,60.2,591.0
11/11/18,15:33:00,-17.9,-17.89,60.2,591.0
11/11/18,15:36:00,-17.9,-17.89,60.2,591.0
11/11/18,15:39:00,-17.9,-17.89,60.2,591.0
11/11/18,15:42:00,-17.9,-17.89,60.2,591.0
11/11/18,15:45:00,-17.9,-17.89,60.2,591.0
11/11/18,15:48:00,-17.9,-17.89,60.2,591.0
11/11/18,15:51:00,-17.9,-17.89,60.2,591.0
11/11/18,15:54:00,-17.9,-17.89,60.2,591.0
11/11/18,15:57:00,-17.9,-17.89,60.2,591.0
11/11/18,16:03:00,-17.9,-17.89,60.2,591.0
11/11/18,16:06:00,-17.9,-17.89,60.2,591.0
11/11/18,16:09:00,-17.9,-17.89,60.2,591.0
11/11/18,16:12:00,-17.9,-17.89,60.2,591.0
11/11/18,16:15:00,-17.9,-17.89,60.2,591.0
11/11/18,16:18:00,-17.9,-17.89,60.2,591.0
11/11/18,16:21:00,-17.9,-17.89,60.2,591.0
11/11/18,16:23:59,-17.9,-17.89,60.2,591.0
11/11/18,16:27:00,-17.9,-17.89,60.2,591.0
11/11/18,16:30:00,-17.9,-17.89,60.2,591.0
11/11/18,16:33:00,-17.9,-17.89,60.2,591.0
11/11/18,16:36:00,-17.9,-17.89,60.2,591.0
11/11/18,16:39:00,-17.9,-17.89,60.2,591.0
11/11/18,16:42:00,6.0,6.0,52.6,684.1
11/11/18,16:45:00,6.0,6.0,52.6,684.1
11/11/18,16:48:00,6.0,6.0,52.6,684.1
11/11/18,16:51:00,6.0,6.0,52.6,684.1
11/11/18,16:54:00,6.0,6.0,52.6,684.1
11/11/18,16:57:00,6.0,6.0,52.6,684.1
11/11/18,17:03:00,6.0,6.0,52.6,684.1
11/11/18,17:06:00,6.0,6.0,52.6,684.1
11/11/18,17:09:00,6.0,6.0,52.6,684.1
11/11/18,17:12:00,6.0,6.0,52.6,684.1
11/11/18,17:15:00,6.0,6.0,52.6,684.1
11/11/18,17:18:00,6.0,6.0,52.6,684.1
11/11/18,17:20:59,6.0,6.0,52.6,684.1
11/11/18,17:24:00,6.0,6.0,52.6,684.1
11/11/18,17:27:00,6.0,6.0,52.6,684.1
11/11/18,17:30:00,6.0,6.0,52.6,684.1
11/11/18,17:32:59,6.0,6.0,52.6,684.1
11/11/18,17:36:00,6.0,6.0,52.6,684.1
11/11/18,17:39:00,18.6,18.59,60.6,766.9
11/11/18,17:42:00,18.6,18.59,60.6,766.9
11/11/18,17:45:00,18.6,18.59,60.6,766.9
11/11/18,17:48:00,18.6,18.59,60.6,766.9
11/11/18,17:51:00,18.6,18.59,60.6,766.9
11/11/18,17:54:00,18.6,18.59,60.6,766.9
11/11/18,17:57:00,18.6,18.59,60.6,766.9
11/11/18,18:03:00,18.6,18.59,60.6,766.9
11/11/18,18:06:00,18.6,18.59,60.6,766.9
11/11/18,18:09:00,18.6,18.59,60.6,766.9
11/11/18,18:11:59,18.6,18.59,60.6,766.9
11/11/18,18:15:00,18.6,18.59,60.6,766.9
11/11/18,18:18:00,18.6,18.59,60.6,766.9
11/11/18,18:21:00,18.6,18.59,60.6,766.9
11/11/18,18:24:00,18.6,18.59,60.6,766.9
11/11/18,18:27:00,18.6,18.59,60.6,766.9
11/11/18,18:30:00,18.6,18.59,60.6,766.9
11/11/18,18:33:00,18.6,18.59,60.6,766.9
11/11/18,18:36:00,18.6,18.59,60.6,766.9
11/11/18,18:39:00,18.6,18.59,60.6,766.9
11/11/18,18:42:00,18.6,18.59,60.6,766.9
11/11/18,18:45:00,18.6,18.59,60.6,766.9
11/11/18,18:48:00,18.6,18.59,60.6,766.9
11/11/18,18:51:00,18.6,18.59,60.6,766.9
11/11/18,18:54:00,18.6,18.59,60.6,766.9
11/11/18,18:57:00,18.6,18.59,60.6,766.9
11/11/18,19:03:00,18.6,18.59,60.6,766.9
11/11/18,19:06:00,18.6,18.59,60.6,766.9
11/11/18,19:09:00,18.6,18.59,60.6,766.9
11/11/18,19:12:00,18.6,18.59,60.6,766.9
11/11/18,19:15:00,18.6,18.59,60.6,766.9
11/11/18,19:17:59,18.6,18.59,60.6,766.9
11/11/18,19:21:00,18.6,18.59,60.6,766.9
11/11/18,19:24:00,18.6,18.59,60.6,766.9
11/11/18,19:27:00,18.6,18.59,60.6,766.9
11/11/18,19:30:00,18.6,18.59,60.6,766.9
11/11/18,19:33:00,18.6,18.59,60.6,766.9
11/11/18,19:36:00,18.6,18.59,60.6,766.9
11/11/18,19:39:00,18.6,18.59,60.6,766.9
11/11/18,19:42:00,18.6,18.59,60.6,766.9
11/11/18,19:45:00,18.6,18.59,60.6,766.9
11/11/18,19:48:00,18.6,18.59,60.6,766.9
11/11/18,19:50:59,18.6,18.59,60.6,766.9
11/11/18,19:54:00,18.6,18.59,60.6,766.9
11/11/18,19:57:00,18.6,18.59,60.6,766.9
11/11/18,20:03:00,18.6,18.59,60.6,766.9
11/11/18,20:06:00,18.6,18.59,60.6,766.9
11/11/18,20:09:00,18.6,18.59,60.6,766.9
11/11/18,20:12:00,18.6,18.59,60.6,766.9
11/11/18,20:15:00,18.6,18.59,60.6,766.9
11/11/18,20:18:00,18.6,18.59,60.6,766.9
11/11/18,20:21:00,18.6,18.59,60.6,766.9
11/11/18,20:24:00,18.6,18.59,60.6,766.9
11/11/18,20:26:59,18.6,18.59,60.6,766.9
11/11/18,20:30:00,18.6,18.59,60.6,766.9
11/11/18,20:33:00,18.6,18.59,60.6,766.9
11/11/18,20:36:00,18.6,18.59,60.6,766.9
11/11/18,20:39:00,18.6,18.59,60.6,766.9
11/11/18,20:42:00,18.6,18.59,60.6,766.9
11/11/18,20:45:00,18.6,18.59,60.6,766.9
11/11/18,20:48:00,18.6,18.59,60.6,766.9
11/11/18,20:51:00,18.6,18.59,60.6,766.9
11/11/18,20:54:00,18.6,18.59,60.6,766.9
11/11/18,20:57:00,18.6,18.59,60.6,766.9
11/11/18,21:02:59,18.6,18.59,60.6,766.9
11/11/18,21:06:00,18.6,18.59,60.6,766.9
11/11/18,21:09:00,18.6,18.59,60.6,766.9
11/11/18,21:12:00,18.6,18.59,60.6,766.9
11/11/18,21:15:00,18.6,18.59,60.6,766.9
